Gene A	Gene B	Uniprot A	Uniprot B	Symbol A	Symbol B	p(Wrong)	p(No Interaction)	p(Interaction)
200879	10609	Q8WWY8	Q92791	LIPH	LEPREL4	2.17465890774578e-9	0.17129178533632	0.828708212489021
200879	56521	Q8WWY8	Q9UKB3-2	LIPH	DNAJC12	7.62243331957287e-7	0.00294353782499175	0.997055699931676
200879	83990	Q8WWY8	Q9BX63-2	LIPH	BRIP1	0.0000581574020484407	0.0141822507437516	0.9857595918542
200879	8260	Q8WWY8	P41227	LIPH	NAA10	3.31974852655233e-11	0.204534106958787	0.795465893008015
200879	7846	Q8WWY8	Q71U36	LIPH	TUBA1A	9.36898738779617e-11	0.154575298276671	0.845424701629639
200879	54680	Q8WWY8	Q9NWK9	LIPH	ZNHIT6	0.000811367820203138	0.212399969297175	0.786788662882622
200879	4669	Q8WWY8	P54802	LIPH	NAGLU	5.09800786663633e-12	0.0772494815553023	0.9227505184396
200879	816	Q8WWY8	Q13554-2	LIPH	CAMK2B	2.38172882147331e-13	0.02065791890253	0.979342081097232
200879	123283	Q8WWY8	A2RTX5-2	LIPH	TARSL2	3.6510534847928e-8	0.0538603918063006	0.946139571683164
200879	341640	Q8WWY8	Q5SZK8-2	LIPH	FREM2	5.58194353594474e-14	0.207202976538406	0.792797023461539
200879	64682	Q8WWY8	Q9H1A4	LIPH	ANAPC1	6.29696821130432e-11	0.243728225037323	0.756271774899708
200879	11319	Q8WWY8	O95905	LIPH	ECD	1.9423152246738e-12	0.11436878858489	0.885631211413168
200879	56990	Q8WWY8	Q9NRR3	LIPH	CDC42SE2	6.84777462063575e-6	0.154047457469635	0.845945694755745
200879	10489	Q8WWY8	Q15345-3	LIPH	LRRC41	0.000013816769614844	0.0275856457394616	0.972400537490923
200879	80144	Q8WWY8	E9PHH6	LIPH	FRAS1	2.18146119537822e-12	0.199890538105456	0.800109461892363
200879	4126	Q8WWY8	O00462	LIPH	MANBA	8.02115700595878e-12	0.174752189246291	0.825247810745688
200879	31	Q8WWY8	Q13085-2	LIPH	ACACA	4.46405245081905e-12	0.0264556568969274	0.973544343098609
200879	218	Q8WWY8	P30838	LIPH	ALDH3A1	0.000460431798681077	0.000475991207912937	0.999063576993406
200879	5557	Q8WWY8	P49642	LIPH	PRIM1	0.0000945629372809064	0.0092518656608824	0.990653571401837
200879	4041	Q8WWY8	O75197	LIPH	LRP5	8.19951525334325e-10	0.07828148664514	0.921718512534908
200879	1203	Q8WWY8	O75503	LIPH	CLN5	9.25521494280561e-11	0.0607157530157368	0.939284246891711
200879	10220	Q8WWY8	O95390	LIPH	GDF11	4.47967578527821e-8	0.000630896379617387	0.999369058823625
200879	24149	Q8WWY8	Q5VUA4-2	LIPH	ZNF318	0.000252681883158913	0.0435679162766263	0.956179401840215
200879	170384	Q8WWY8	Q495W5-2	LIPH	FUT11	2.38078410858204e-9	0.00874881231311031	0.991251185306106
200879	100288406	Q8WWY8	A8MPP1	LIPH	DDX11L8	0.0000122485055504811	0.211833580756636	0.788154170737813
200879	8841	Q8WWY8	O15379-2	LIPH	HDAC3	1.75154574201729e-12	0.119353830470572	0.880646169527677
200879	51148	Q8WWY8	Q5T4B2-2	LIPH	CERCAM	5.27009175512404e-13	0.0460651835547926	0.95393481644468
200879	80781	Q8WWY8	P39060-1	LIPH	COL18A1	2.49405411364351e-11	0.173566598705713	0.826433401269347
200879	200895	Q8WWY8	Q86XF0	LIPH	DHFRL1	1.40614823744955e-6	0.00267557065085603	0.997323023200906
200879	84955	Q8WWY8	Q96RS6-2	LIPH	NUDCD1	1.39324467796583e-7	0.0168351390124397	0.983164721663092
200879	10570	Q8WWY8	O14531	LIPH	DPYSL4	0.0753462282369713	0.0942538080123997	0.830399963750629
200879	2356	Q8WWY8	Q05932-2	LIPH	FPGS	0.236027999327993	0.000749417927374601	0.763222582744633
200879	55559	Q8WWY8	Q99871-2	LIPH	HAUS7	4.88785671239791e-7	0.248576311876058	0.751423199338271
200879	22897	Q8WWY8	Q9UPV0-2	LIPH	CEP164	2.52549099900202e-7	0.000808320925487713	0.999191426525412
200879	653583	Q8WWY8	Q6NSJ2	LIPH	PHLDB3	1.80562345129382e-12	0.244790911811217	0.755209088186977
200879	55201	Q8WWY8	Q66K74	LIPH	MAP1S	9.08414991788521e-14	0.0665961727039897	0.93340382729592
200879	55621	Q8WWY8	Q9NXH9-2	LIPH	TRMT1	4.50036511957229e-13	0.219057841428093	0.780942158571457
200879	79669	Q8WWY8	Q5BVD1-2	LIPH	C3orf52	9.82744460948759e-9	5.81729088484327e-7	0.999999408443467
200879	51162	Q8WWY8	Q9UHF1	LIPH	EGFL7	0.0000929382317522845	0.130377354383689	0.869529707384558
200879	9334	Q8WWY8	O43286	LIPH	B4GALT5	0.00141057932186663	0.100267095893321	0.898322324784812
200879	54903	Q8WWY8	Q9NXB0-2	LIPH	MKS1	0.0022631583917784	0.0693502997179057	0.928386541890316
200879	9509	Q8WWY8	O95450-2	LIPH	ADAMTS2	0.00421471203943982	0.0854272764916108	0.910358011468949
4148	7018	O15232	P02787	MATN3	TF	1.29233133758221e-13	0.00858584296849163	0.991414157031379
4148	64081	O15232	P30039	MATN3	PBLD	1.22002606329484e-11	0.133473366757625	0.866526633230174
375056	10491	Q5JRA6-2	O75718	MIA3	CRTAP	3.93959922388174e-13	0.110054830082449	0.889945169917157
375056	89858	Q5JRA6-2	Q96PQ1	MIA3	SIGLEC12	3.12533367049139e-6	1.87758558075031e-8	0.999996855890474
375056	4253	Q5JRA6-2	O15320-2	MIA3	CTAGE5	5.00218736761216e-10	0.0000133955919690193	0.999986603907812
375056	64175	Q5JRA6-2	Q32P28-3	MIA3	LEPRE1	3.99747094214888e-11	0.0836070163739289	0.916392983586096
375056	64419	Q5JRA6-2	Q8NCE2-2	MIA3	MTMR14	0.000934117753717046	0.00195388764334809	0.997111994602935
255877	25830	Q8N143	Q9BR01	BCL6B	SULT4A1	2.21102956031714e-8	0.000520636263614125	0.99947934162609
79730	5777	Q8NE18-2	P29350-3	NSUN7	PTPN6	6.68074066878613e-11	7.27190813484464e-9	0.999999992661284
79730	6406	Q8NE18-2	P04279	NSUN7	SEMG1	4.93484034841029e-8	0.00289779544728136	0.997102155204315
83594	57727	Q9BQG2	Q9HCD5	NUDT12	NCOA5	1.67157090462724e-10	0.0000479540970893367	0.999952045735754
83594	23307	Q9BQG2	Q5T1M5	NUDT12	FKBP15	7.21474465298026e-13	4.33490094110534e-6	0.999995665098337
83594	8216	Q9BQG2	Q8N653	NUDT12	LZTR1	6.92801252396057e-12	5.68071557401568e-9	0.999999994312356
83594	23078	Q9BQG2	A3KMH1-2	NUDT12	KIAA0564	1.17461998275629e-10	0.000235749046972507	0.999764250835566
83594	642	Q9BQG2	Q13867	NUDT12	BLMH	2.50677006329319e-13	0.0000721079522782899	0.999927892047471
83594	9414	Q9BQG2	Q9UDY2-3	NUDT12	TJP2	3.65450467404433e-10	0.00283376613075309	0.997166233503797
83594	22933	Q9BQG2	Q8IXJ6-2	NUDT12	SIRT2	3.07746093522886e-10	0.018532240254529	0.981467759437725
60506	51241	Q9GZU5	Q9P0S2	NYX	COX16	8.88484243446128e-8	0.109385745226506	0.89061416592507
60506	3309	Q9GZU5	P11021	NYX	HSPA5	1.97226531561049e-14	0.152000455522069	0.847999544477911
60506	262	Q9GZU5	P17707	NYX	AMD1	3.39221785253713e-6	0.228276010176364	0.771720597605783
60506	10695	Q9GZU5	Q9BT09	NYX	CNPY3	1.05297013622663e-9	0.225415431224982	0.774584567722048
60506	2589	Q9GZU5	Q10472	NYX	GALNT1	4.34466282807891e-11	0.165150365196542	0.834849634760012
60506	7277	Q9GZU5	P68366	NYX	TUBA4A	3.74685369956819e-10	0.140452018809729	0.859547980815585
60506	90550	Q9GZU5	Q8NE86	NYX	CCDC109A	4.10733996512803e-8	0.0411356571119472	0.958864301814653
60506	133418	Q9GZU5	Q6PCB8	NYX	EMB	0.0115351907026653	0.0315317277844846	0.95693308151285
60506	11313	Q9GZU5	O95372	NYX	LYPLA2	2.07684971183546e-6	0.000799726608348465	0.99919819654194
60506	57213	Q9GZU5	Q5W111-2	NYX	C13orf1	0.227771223852105	0.0000164098274713217	0.772212366320424
60506	134549	Q9GZU5	Q2M3G4-2	NYX	SHROOM1	0.000511009232728462	0.0000328127324045174	0.999456178034867
60506	90353	Q9GZU5	Q7Z7A3	NYX	CTU1	1.83058917526562e-7	0.131544415246867	0.868455401694215
10439	444	Q6IMJ5	Q12797	OLFM1	ASPH	1.53993322872682e-8	0.136714054081018	0.86328593051965
10439	7278	Q6IMJ5	Q13748	OLFM1	TUBA3C	1.63611186940304e-13	0.00020403491296452	0.999795965086872
10439	26577	Q6IMJ5	Q9UKZ9	OLFM1	PCOLCE2	0.00993309885648472	0.00272973302374967	0.987337168119766
10439	93145	Q6IMJ5	O95897	OLFM1	OLFM2	2.25852431174935e-8	1.43657389472017e-6	0.999998540840862
10439	51061	Q6IMJ5	Q6PKC3-2	OLFM1	TXNDC11	2.92431867193525e-13	0.149302918321358	0.85069708167835
10439	79694	Q6IMJ5	Q5SRI9	OLFM1	MANEA	4.87869740480063e-11	0.000030395973461557	0.999969603977751
10439	55741	Q6IMJ5	Q9BV94-2	OLFM1	EDEM2	7.00210776066095e-11	0.00262930043126275	0.997370699498716
10439	100510688	Q6IMJ5	Q5SP12	OLFM1	LOC100510688	9.77414377551102e-8	0.0778793213108302	0.922120580947732
94233	23673	Q9UHM6-2	Q86Y82	OPN4	STX12	1.45252155087965e-10	0.0327279407388296	0.967272059115918
94233	80762	Q9UHM6-2	Q9BT67	OPN4	NDFIP1	7.88264884703084e-12	0.0527877848330873	0.94721221515903
29948	27330	Q9UJX0-2	Q9UK32	OSGIN1	RPS6KA6	1.54441456066616e-7	2.47492377183632e-8	0.999999820809306
29948	53339	Q9UJX0-2	Q9H0C5	OSGIN1	BTBD1	0.0000448002407318488	0.0087381293251513	0.991217070434117
29948	55643	Q9UJX0-2	Q9BX70	OSGIN1	BTBD2	4.5526417254333e-7	0.239142531809301	0.760857012926527
11252	23242	Q9UNF0-2	O75128-2	PACSIN2	COBL	2.37183308035956e-10	4.21924622962154e-8	0.999999957570354
11252	22837	Q9UNF0-2	Q53SF7-2	PACSIN2	COBLL1	2.18831979371794e-9	4.4544364617406e-9	0.999999993357244
11252	54974	Q9UNF0-2	Q9NWX6	PACSIN2	THG1L	0.0000798046273431509	4.78671173747177e-7	0.999919716701483
11252	147179	Q9UNF0-2	Q8TF74	PACSIN2	WIPF2	0.0505023522040338	0.00078086532735268	0.948716782468613
11252	23164	Q9UNF0-2	Q6WCQ1-2	PACSIN2	MPRIP	2.80114634149325e-8	0.000098772125205008	0.999901199863332
7941	5798	Q13093	Q16849	PLA2G7	PTPRN	3.18982840490721e-7	2.2504902111082e-8	0.999999658512257
440503	10988	Q00G26	P50579	PLIN5	METAP2	4.6158675159267e-14	0.000278136526150246	0.999721863473804
440503	3636	Q00G26	O15357	PLIN5	INPPL1	9.10186813051083e-13	0.00628507041625072	0.993714929582839
440503	89958	Q00G26	Q86UD0	PLIN5	C9orf140	2.60424290176813e-10	0.0000286308242228846	0.999971368915353
83483	2530	Q9BX97	Q9BYC5	PLVAP	FUT8	1.94514656228331e-11	0.0281715043491618	0.971828495631387
83483	6610	Q9BX97	O60906	PLVAP	SMPD2	6.91820703061319e-6	0.00420161980700906	0.99579146198596
83483	64429	Q9BX97	Q9H6R6-2	PLVAP	ZDHHC6	7.19453736267847e-7	0.0000470331619157134	0.999952247384348
83483	81562	Q9BX97	Q9H0V9-2	PLVAP	LMAN2L	1.92183848369595e-7	0.167554969825238	0.832444837990914
83483	114885	Q9BX97	Q9BXB4	PLVAP	OSBPL11	3.16136229412595e-11	0.0000956744652002058	0.999904325503186
83483	2324	Q9BX97	P35916-2	PLVAP	FLT4	0.000702786931354666	0.0863635603565747	0.912933652712071
80339	5195	Q9NST1-2	O75381-2	PNPLA3	PEX14	3.06064773826057e-10	0.187584049710827	0.812415949983108
80339	11001	Q9NST1-2	O14975	PNPLA3	SLC27A2	1.17771231811474e-9	0.00375182200411647	0.996248176818171
343068	400735	Q5TYX0	O60810	PRAMEF5	PRAMEF4	8.17316906597772e-11	1.88569003124775e-9	0.999999998032578
343068	653619	Q5TYX0	Q5VWM5	PRAMEF5	PRAMEF15	8.86265279091039e-12	2.56160287768968e-10	0.999999999734977
343068	55626	Q5TYX0	Q9C0C7-2	PRAMEF5	AMBRA1	3.36592243650214e-12	0.0210272715705405	0.978972728426094
285555	7018	Q8N412	P02787	C4orf37	TF	8.80225674941562e-13	0.00514820347987475	0.994851796519245
285555	91875	Q8N412	Q8N0Z6	C4orf37	TTC5	3.01070235672645e-16	0.000665662762758306	0.999334337237241
285555	60506	Q8N412	Q9GZU5	C4orf37	NYX	0.0000964854782829948	0.0782271640756689	0.921676350446048
149628	7726	Q6K0P9-2	Q12899	PYHIN1	TRIM26	4.35133786833149e-12	5.15401936918794e-6	0.99999484597628
149628	5268	Q6K0P9-2	P36952	PYHIN1	SERPINB5	2.33544796813789e-8	0.109775775537837	0.890224201107683
149628	810	Q6K0P9-2	P27482	PYHIN1	CALML3	1.59981542690395e-12	0.0276928948665378	0.972307105131862
149628	9730	Q6K0P9-2	Q9Y4B6-2	PYHIN1	VPRBP	1.14158217554539e-9	0.0025745841043061	0.997425414754112
149628	254773	Q6K0P9-2	Q86SG7	PYHIN1	LYG2	2.85375519243886e-7	0.000060433533012193	0.999939281091469
149628	6274	Q6K0P9-2	P33764	PYHIN1	S100A3	0.0000119347326071686	0.000802652819090196	0.999185412448303
149628	5333	Q6K0P9-2	P51178	PYHIN1	PLCD1	1.00284456784803e-6	0.00151582708720326	0.998483170068229
149628	131578	Q6K0P9-2	Q8TF66-2	PYHIN1	LRRC15	6.73400661279366e-11	0.00110148811731439	0.998898511815346
149628	341208	Q6K0P9-2	Q6MZM0	PYHIN1	HEPHL1	5.70447129427197e-11	0.00026587680522447	0.999734123137731
149628	3958	Q6K0P9-2	P17931	PYHIN1	LGALS3	4.86005521140083e-11	0.0887727524256645	0.911227247525735
149628	391123	Q6K0P9-2	Q5VU13	PYHIN1	VSIG8	7.30343096927963e-10	0.00321847719573115	0.996781522073926
149628	147409	Q6K0P9-2	Q86SJ6-2	PYHIN1	DSG4	1.05677444333632e-9	0.000648192544543396	0.999351806398682
149628	4759	Q6K0P9-2	Q9Y3R4	PYHIN1	NEU2	0.0000117122171617691	0.0829617909203602	0.917026496862478
149628	202	Q6K0P9-2	Q9Y4K1	PYHIN1	AIM1	1.39614411731573e-9	0.0000902964795531402	0.999909702124303
149628	221301	Q6K0P9-2	Q5JW98	PYHIN1	FAM26D	5.17199360947017e-9	0.000159940768452227	0.999840054059554
149628	51702	Q6K0P9-2	Q9ULW8	PYHIN1	PADI3	1.12439339835491e-9	7.81763719500649e-6	0.999992181238412
149628	4193	Q6K0P9-2	Q00987-11	PYHIN1	MDM2	0.000577495165113536	0.0889703451116698	0.910452159723217
80010	7156	Q9H9A7	Q13472-2	RMI1	TOP3A	7.75016130745956e-13	0.000169863575402374	0.999830136423823
80010	90379	Q9H9A7	Q66K64	RMI1	DCAF15	3.90298105749178e-6	0.000163570528273691	0.999832526490669
51435	81035	Q6AZY7-2	Q5KU26	SCARA3	COLEC12	5.10083437275887e-11	2.66620873237933e-6	0.999997333740259
51435	23039	Q6AZY7-2	Q9UIA9	SCARA3	XPO7	1.62411075123862e-12	0.0205733448483825	0.979426655149993
51435	1690	Q6AZY7-2	O43405	SCARA3	COCH	1.55527578748537e-12	0.000217088709334238	0.999782911289111
51435	100507680	Q6AZY7-2	P10314	SCARA3	LOC100507680	6.50034886857823e-14	0.000345705338867091	0.999654294661068
51435	7837	Q6AZY7-2	Q92626	SCARA3	PXDN	4.38746916179199e-7	0.233937234367736	0.766062326885348
51435	25864	Q6AZY7-2	Q9BUJ0	SCARA3	ABHD14A	4.49342816515933e-10	0.0410942329964406	0.958905766554216
51435	545	Q6AZY7-2	Q13535-2	SCARA3	ATR	4.56701005635616e-8	0.000165615425606908	0.999834338904293
51435	55027	Q6AZY7-2	Q7Z4Q2	SCARA3	HEATR3	2.44073124142784e-11	0.00615601480366463	0.993843985171928
51435	29843	Q6AZY7-2	Q9P0U3-2	SCARA3	SENP1	7.69043870247651e-13	0.11946028326594	0.880539716733291
51435	9657	Q6AZY7-2	Q15051	SCARA3	IQCB1	4.24272616338983e-11	0.0329378313337959	0.967062168623777
51435	50489	Q6AZY7-2	Q9UJ71	SCARA3	CD207	0.00898206347759205	0.0000195398181908659	0.990998396704217
51435	26018	Q6AZY7-2	Q96JA1	SCARA3	LRIG1	8.60418045843361e-10	0.0980831920978795	0.901916807041702
51435	4189	Q6AZY7-2	Q9UBS3	SCARA3	DNAJB9	2.59733390509217e-6	0.0239009117551237	0.976096490910971
51435	26512	Q6AZY7-2	Q9UL03-3	SCARA3	INTS6	6.57136966384692e-10	0.0000136005005915156	0.999986398842271
51435	57326	Q6AZY7-2	Q96AQ6-2	SCARA3	PBXIP1	2.71421453980922e-8	0.00159712496902745	0.998402847888827
51435	25800	Q6AZY7-2	Q13433	SCARA3	SLC39A6	1.65438067687616e-9	0.204132573730485	0.795867424615134
51435	51061	Q6AZY7-2	Q6PKC3-2	SCARA3	TXNDC11	8.42999478164994e-15	0.0707210603651488	0.929278939634843
51435	85395	Q6AZY7-2	Q9NSI2-2	SCARA3	C21orf70	7.47203650187714e-11	0.144505656019067	0.855494343906213
51435	491	Q6AZY7-2	Q01814-5	SCARA3	ATP2B2	2.95542302032309e-7	0.079610551129386	0.920389153328312
51435	27173	Q6AZY7-2	Q9NY26	SCARA3	SLC39A1	0.0000299316500227982	0.00146250929672034	0.998507559053257
51435	29072	Q6AZY7-2	Q9BYW2	SCARA3	SETD2	1.33405427837853e-7	0.000907610283753408	0.999092256310819
51435	23534	Q6AZY7-2	Q9Y5L0-1	SCARA3	TNPO3	1.57425726772181e-12	0.00540420582507608	0.99459579417335
51435	10905	Q6AZY7-2	O60476	SCARA3	MAN1A2	1.20487926765859e-7	0.0995101279160505	0.900489751596023
51435	55770	Q6AZY7-2	Q96KP1	SCARA3	EXOC2	1.79299871901338e-6	0.0329243446027412	0.96707386239854
51435	2137	Q6AZY7-2	O43909	SCARA3	EXTL3	1.90019867489796e-12	0.000367389000162192	0.999632610997938
51435	23353	Q6AZY7-2	O94901-5	SCARA3	SUN1	4.22110108460564e-14	0.000791931417085799	0.999208068582872
51435	10082	Q6AZY7-2	Q9Y625	SCARA3	GPC6	6.89505257736629e-12	0.0164049664005842	0.983595033592521
51435	10806	Q6AZY7-2	Q86SQ7-3	SCARA3	SDCCAG8	1.00506955233458e-6	1.5008615553507e-7	0.999998844844292
51435	113174	Q6AZY7-2	Q96ER3	SCARA3	SAAL1	4.58161799044136e-16	0.0242636631718526	0.975736336828147
51435	8560	Q6AZY7-2	O15121	SCARA3	DEGS1	0.000390035161983222	0.0563704497528414	0.943239515085175
51435	25777	Q6AZY7-2	Q9UH99	SCARA3	SUN2	1.6413211133188e-7	0.0162734574006819	0.983726378467207
51435	8379	Q6AZY7-2	Q9Y6D9	SCARA3	MAD1L1	9.77208107616895e-10	0.0518845782556053	0.948115420767187
51435	90187	Q6AZY7-2	Q9NT22	SCARA3	EMILIN3	2.67968234584648e-11	0.157442921669655	0.842557078303548
51435	54762	Q6AZY7-2	Q8IYS0-2	SCARA3	GRAMD1C	5.31675364321749e-6	0.00654532227329742	0.993449360973059
51435	81565	Q6AZY7-2	Q9GZM8-2	SCARA3	NDEL1	7.28011974721898e-8	0.116990408537173	0.883009518661629
51435	121457	Q6AZY7-2	Q70UQ0-2	SCARA3	IKBIP	2.68095774536499e-6	0.013923808589058	0.986073510453197
51435	54918	Q6AZY7-2	Q9NX76	SCARA3	CMTM6	3.43946645524312e-10	0.158227593993837	0.841772405662216
51435	148223	Q6AZY7-2	Q9UFG5-2	SCARA3	C19orf25	0.00279830743862674	0.171527996977036	0.825673695584337
63898	7018	Q9H788	P02787	SH2D4A	TF	1.04374038865588e-11	0.079313473587118	0.920686526402445
63898	5500	Q9H788	P62140	SH2D4A	PPP1CB	6.25398240275661e-14	0.0573454786604262	0.942654521339511
63898	5510	Q9H788	Q15435	SH2D4A	PPP1R7	3.76100499676065e-13	0.0151722486483023	0.984827751351322
63898	7278	Q9H788	Q13748	SH2D4A	TUBA3C	2.81347321794962e-11	0.176425013180128	0.823574986791737
116328	140460	Q49A92	Q9H672	C8orf34	ASB7	2.89640197157605e-10	1.46272504925191e-6	0.99999853698531
145389	7018	Q8IZM9-2	P02787	SLC38A6	TF	6.24630135055207e-13	0.0555903759787518	0.944409624020624
145389	55666	Q8IZM9-2	Q8TAT6-2	SLC38A6	NPLOC4	1.52746651718669e-11	0.218125213457239	0.781874786527486
145389	118430	Q8IZM9-2	Q96DR8	SLC38A6	MUCL1	1.2055755766032e-6	0.0714852488519978	0.928513545572426
145389	338	Q8IZM9-2	P04114	SLC38A6	APOB	4.88399908475951e-7	0.175682560003329	0.824316951596762
145389	23788	Q8IZM9-2	Q9Y6C9	SLC38A6	MTCH2	1.58096460527071e-11	0.055689769193998	0.944310230790192
145389	124220	Q8IZM9-2	Q96DA0	SLC38A6	ZG16B	0.00424537186168361	0.083947881978746	0.91180674615957
145389	1528	Q8IZM9-2	P00167-2	SLC38A6	CYB5A	0.000018723210075041	0.116003869517079	0.883977407272846
145389	146713	Q8IZM9-2	A6NFN3	SLC38A6	RBFOX3	0.000246512918323837	0.0487154828299727	0.951038004251703
51151	26330	Q9UMX9-3	O14556	SLC45A2	GAPDHS	7.49525252666354e-6	0.0338486603758538	0.96614384437162
283537	3958	Q7Z3Q1-2	P17931	SLC46A3	LGALS3	2.31173095921791e-11	0.239404534171256	0.760595465805627
6524	26330	A2RRD2	O14556	SLC5A2	GAPDHS	7.49525252666354e-6	0.0338486603758538	0.96614384437162
51760	7018	Q9BSW7	P02787	SYT17	TF	6.05891836054519e-10	0.0200081546048399	0.979991844789268
51760	11043	Q9BSW7	Q9UJV3-2	SYT17	MID2	0.0461598540828683	0.000276475641991133	0.95356367027514
7059	3329	P49746	P10809	THBS3	HSPD1	1.23007256013574e-10	0.198569210727082	0.801430789149911
7059	583	P49746	Q9BXC9	THBS3	BBS2	1.13295933046475e-16	0.106003810191157	0.893996189808843
7059	1373	P49746	P31327	THBS3	CPS1	3.3237811323445e-11	0.232096826991991	0.767903172974771
7059	5981	P49746	P35251-2	THBS3	RFC1	5.66536167472933e-10	0.0374967093717555	0.962503290061708
7059	55181	P49746	Q8ND04-2	THBS3	C17orf71	2.11616596144489e-9	0.030586208173843	0.969413789709991
7059	10973	P49746	Q8N3C0	THBS3	ASCC3	5.15092449772993e-13	0.0834460918474016	0.916553908152083
7059	5091	P49746	P11498	THBS3	PC	2.06445400164122e-14	0.0526582847665812	0.947341715233398
7059	10574	P49746	Q99832	THBS3	CCT7	1.13591282850404e-12	0.179296095390448	0.820703904608416
7059	55188	P49746	Q9NVN3-1	THBS3	RIC8B	7.44729959797367e-7	0.12118171285362	0.87881754241642
7059	7216	P49746	Q12816	THBS3	TRO	4.62235248768352e-8	0.00542489504649825	0.994575058729977
7059	8225	P49746	O43824	THBS3	GTPBP6	1.13464252899616e-10	0.0718409439556368	0.928159055930899
7059	51603	P49746	Q8N6R0-1	THBS3	METTL13	2.88829785868871e-11	0.0868934717471477	0.913106528223969
7059	51622	P49746	P86790	THBS3	CCZ1	1.40296039233872e-7	0.116293036505885	0.883706823198076
7059	4696	P49746	O95167	THBS3	NDUFA3	0.0000124826765543325	0.0965759305760235	0.903411586747422
7059	5586	P49746	Q16513	THBS3	PKN2	3.81763751550682e-9	0.19166764002814	0.808332356154223
7059	7057	P49746	P07996	THBS3	THBS1	1.12712329067202e-7	3.31430857657549e-10	0.99999988695624
7059	7060	P49746	P35443	THBS3	THBS4	0.000301001407859561	1.54131171187579e-9	0.999698997050829
7059	7277	P49746	P68366	THBS3	TUBA4A	8.85215176152237e-12	0.102381319571072	0.897618680420076
7059	7846	P49746	Q71U36	THBS3	TUBA1A	2.78179303270582e-9	0.117758501795482	0.882241495422725
7059	222229	P49746	Q9UFC0	THBS3	LRWD1	7.08780792382269e-9	0.228925564762598	0.771074428149594
7059	54888	P49746	Q08J23	THBS3	NSUN2	4.04682363143199e-9	0.188799676382195	0.811200319570982
7059	9349	P49746	P62829	THBS3	RPL23	9.0465121115048e-13	0.0140048635350474	0.985995136464048
7059	5286	P49746	O00443	THBS3	PIK3C2A	1.58384766635565e-6	0.01128550034911	0.988712915803224
7059	10381	P49746	Q13509	THBS3	TUBB3	1.16429583812619e-11	0.135557168392918	0.864442831595439
7059	347688	P49746	Q3ZCM7	THBS3	TUBB8	2.68349464367649e-14	0.0364158373774747	0.963584162622498
7059	5189	P49746	O43933	THBS3	PEX1	1.48650310462256e-13	0.0953339391793064	0.904666060820545
7059	55149	P49746	Q9NVV4-2	THBS3	MTPAP	3.21622144495661e-9	0.00651605773769721	0.993483939046081
7059	5190	P49746	Q13608	THBS3	PEX6	0.000048879179842844	0.00479171453040374	0.995159406289753
7059	54973	P49746	Q5TA45-2	THBS3	CPSF3L	6.91359928853555e-13	0.208269329789741	0.791730670209567
7059	84343	P49746	Q969F9-2	THBS3	HPS3	4.56290323434368e-6	0.192396050492919	0.807599386603846
7059	644	P49746	P53004	THBS3	BLVRA	2.30166132537786e-14	0.0668656199865172	0.93313438001346
7059	5338	P49746	O14939-2	THBS3	PLD2	4.17033496656416e-7	0.0862863192022423	0.913713263764261
7059	5095	P49746	P05165-2	THBS3	PCCA	0.000290839843950462	0.149860321084996	0.849848839071054
7059	25821	P49746	Q9Y2Z2-4	THBS3	MTO1	2.30353431138002e-10	0.00622601226369642	0.99377398750595
7059	23096	P49746	Q5JU85-2	THBS3	IQSEC2	0.00120351627695117	0.0000114874066235752	0.998784996316425
7059	7153	P49746	P11388-2	THBS3	TOP2A	5.4842300549595e-12	0.000627238227613941	0.999372761766902
7059	1663	P49746	Q96FC9-2	THBS3	DDX11	4.09230287656739e-9	3.34843125294131e-6	0.999996647476444
7059	23181	P49746	Q14689	THBS3	DIP2A	9.89172350074225e-12	0.121710419536537	0.878289580453571
7059	84916	P49746	Q969X6	THBS3	CIRH1A	0.0479846511666818	0.118934576393022	0.833080772440296
7059	55212	P49746	Q8IWZ6	THBS3	BBS7	2.6647747311757e-8	0.0623210402825671	0.937678933069686
7059	26052	P49746	Q9UQ16-2	THBS3	DNM3	1.8185961106259e-6	0.185884522229353	0.814113659174536
7059	5885	P49746	O60216	THBS3	RAD21	0.0000345340991315914	0.0631325555162614	0.936832910384607
7059	84948	P49746	Q53EQ6	THBS3	TIGD5	4.6620553597095e-13	0.0147769153960241	0.98522308460351
7059	2187	P49746	Q8NB91	THBS3	FANCB	0.124356079977147	1.4131786255167e-6	0.875642506844228
7059	375444	P49746	Q96MH7	THBS3	C5orf34	4.17443449707778e-8	0.000105041878273337	0.999894916377382
7059	322	P49746	O00213-2	THBS3	APBB1	3.99205999860857e-9	0.114347120840844	0.885652875167096
7059	23093	P49746	Q6EMB2-2	THBS3	TTLL5	0.00084126289370865	0.000271429686016758	0.998887307420275
7059	622	P49746	Q02338	THBS3	BDH1	2.55083230315334e-8	0.207626249925261	0.792373724566416
7059	5150	P49746	Q13946-2	THBS3	PDE7A	0.000382804427353427	0.0000330323622585623	0.999584163210388
7059	2232	P49746	P22570-2	THBS3	FDXR	3.62415912294451e-7	0.0027767233030398	0.997222914281048
7059	25926	P49746	Q9H8H0	THBS3	NOL11	4.77009009129376e-9	0.113581601108117	0.886418394121793
